year,date,day_class,model,horizon_min,n,RMSE,MAE
2023,2023-11-02,mixed,persistence,30,67,62.71944071104193,51.56838412814943
2023,2023-11-02,mixed,smart_persistence,30,67,25.17365468491223,18.52101752305318
2023,2023-11-02,mixed,gbm,30,67,21.133331755413874,13.918428211788475
2023,2023-11-03,mixed,persistence,30,43,130.08534418464177,109.21581260706552
2023,2023-11-03,mixed,smart_persistence,30,43,70.27836896886859,50.132394184530575
2023,2023-11-03,mixed,gbm,30,43,53.824945457758794,37.36038914758427
2023,2023-11-04,mixed,persistence,30,131,189.09911827395914,148.43542144134705
2023,2023-11-04,mixed,smart_persistence,30,131,174.34591884630404,130.13562711692447
2023,2023-11-04,mixed,gbm,30,131,137.38689950847575,103.22077747026708
2023,2023-11-05,mixed,persistence,30,131,146.50381003146074,104.5299419301158
2023,2023-11-05,mixed,smart_persistence,30,131,113.21564382179815,58.869121173374914
2023,2023-11-05,mixed,gbm,30,131,91.94916681866002,47.408665090236525
2023,2023-11-06,mixed,persistence,30,131,159.46205899060033,105.26345625724497
2023,2023-11-06,mixed,smart_persistence,30,131,125.68220570093251,65.05307560665969
2023,2023-11-06,mixed,gbm,30,131,100.9570330919552,54.95683211731564
2023,2023-11-07,mixed,persistence,30,131,204.31868084801727,129.6241179895755
2023,2023-11-07,mixed,smart_persistence,30,131,188.1264333074697,113.08868205274337
2023,2023-11-07,mixed,gbm,30,131,162.64506794707518,102.68767528466233
2023,2023-11-08,overcast,persistence,30,131,96.84577721459584,73.80382414173512
2023,2023-11-08,overcast,smart_persistence,30,131,88.30628199974103,62.78576307730297
2023,2023-11-08,overcast,gbm,30,131,105.5388996585594,81.93911462624094
2023,2023-11-09,mixed,persistence,30,131,156.73641073236635,95.89407980533026
2023,2023-11-09,mixed,smart_persistence,30,131,126.88321913877009,62.673963400321895
2023,2023-11-09,mixed,gbm,30,131,123.61382386090241,66.92938743271301
2023,2023-11-10,mixed,persistence,30,131,221.15409209693027,153.00543971462042
2023,2023-11-10,mixed,smart_persistence,30,131,193.7914779602896,107.89829118053261
2023,2023-11-10,mixed,gbm,30,131,142.69548706897936,79.75179337543163
2023,2023-11-11,mixed,persistence,30,131,144.44743657413656,100.85376430831812
2023,2023-11-11,mixed,smart_persistence,30,131,109.12992341576071,55.76460000699307
2023,2023-11-11,mixed,gbm,30,131,83.84577982314605,40.71297799380638
2023,2023-11-12,overcast,persistence,30,133,208.88582441260868,130.60649987629486
2023,2023-11-12,overcast,smart_persistence,30,133,205.88624936864792,124.4251016583141
2023,2023-11-12,overcast,gbm,30,133,204.9642523226247,147.76072667956697
2023,2023-11-13,mixed,persistence,30,133,154.47637014050997,96.00065873798516
2023,2023-11-13,mixed,smart_persistence,30,133,132.92860767881524,56.96453904853984
2023,2023-11-13,mixed,gbm,30,133,123.37565470340289,63.81631956157954
2023,2023-11-14,mixed,persistence,30,133,248.4829445506022,174.38897108493947
2023,2023-11-14,mixed,smart_persistence,30,133,237.64901121309524,170.57263266323176
2023,2023-11-14,mixed,gbm,30,133,212.13845555303885,171.0878327474305
2023,2023-11-15,overcast,persistence,30,133,191.61582784826092,126.51341162110349
2023,2023-11-15,overcast,smart_persistence,30,133,181.897076562627,112.28284358370566
2023,2023-11-15,overcast,gbm,30,133,181.31231453195113,119.63798547790886
2023,2023-11-16,mixed,persistence,30,133,106.30197207705487,93.35042741244825
2023,2023-11-16,mixed,smart_persistence,30,133,57.38673727474662,33.10493406448547
2023,2023-11-16,mixed,gbm,30,133,52.14069668427745,30.10854051412287
2023,2023-11-17,mixed,persistence,30,93,171.30413157349656,121.28306550877252
2023,2023-11-17,mixed,smart_persistence,30,93,139.8937104690789,92.64613196774069
2023,2023-11-17,mixed,gbm,30,93,134.13365386387096,97.41342853462864
2023,2023-11-18,mixed,persistence,30,133,97.12930777064025,83.9803444138152
2023,2023-11-18,mixed,smart_persistence,30,133,37.106912367789796,19.672252466408796
2023,2023-11-18,mixed,gbm,30,133,28.91544543716145,16.300619188067557
2023,2023-11-19,mixed,persistence,30,134,94.44720441077506,84.64797488967129
2023,2023-11-19,mixed,smart_persistence,30,134,21.179210956618256,14.607662687880286
2023,2023-11-19,mixed,gbm,30,134,14.356903729314274,10.842683701803537
2023,2023-11-20,mixed,persistence,30,124,95.00140939153931,84.87109285785449
2023,2023-11-20,mixed,smart_persistence,30,124,21.49691231138767,14.506621424560743
2023,2023-11-20,mixed,gbm,30,124,14.842779518151767,10.959296155229204
2023,2023-11-21,mixed,persistence,30,134,127.22552211275034,97.22149835653029
2023,2023-11-21,mixed,smart_persistence,30,134,76.66255467352813,41.594701028039786
2023,2023-11-21,mixed,gbm,30,134,66.61205062285141,38.36588171402336
